3269,AV VENTISQUERO D LA CONDESA 42,86,17090.0,4.482846e+06,439203.200000
3970,C ODONNELL 65 C1,86,17200.0,4.474707e+06,443314.230000
2662,AV NICETO ALCALA ZAMORA 6 C1,86,17090.0,4.481646e+06,445066.440000
3893,C DE SILVANO 72,85,17000.0,4.479191e+06,445755.360000
31605,"PZ ESPAÑA, 1 D",85,9300.0,4.475280e+04,4396.344048
3917,C EUGENIA DE MONTIJO 87,85,17000.0,4.469691e+06,436259.520000
27584,M30 PK21.800C INT C1,84,16800.0,4.477351e+06,437296.780000
1905,AV DE LOS POBLADOS 66 C1,83,16600.0,4.470676e+06,435485.990000
1740,AV CARDENAL HERRERA ORIA 205,83,16600.0,4481605.77,439414.94
34325,VIA LUSITANA 56 CENTRAL,83,16600.0,4470269.11,438439.08
1043,ASCAO - EMILIO FERRARI,83,16600.0,4475923.73,445783.54
25265,F061 AV MAYORAZGO,82,8600.0,NaN,NaN
1895,AV DE LA ALBUFERA 71,82,16400.0,4471825.00,443724.10
27588,M30 PK29.600C INT C1,81,16200.0,4481510.29,440314.86
3933,C GENERAL RICARDOS 83 C1,80,16000.0,4471720.26,438647.12
33679,SINESIO DELGADO IMPAR F187-143,80,8650.0,NaN,NaN
1954,AV DR GARCIA TAPIA 139 C1,79,15800.0,4473319.25,445987.25
3960,C MENDEZ ALVARO 80 C1,79,15800.0,4471614.99,442519.52
25264,F060 CR CASTILLA,78,8800.0,NaN,NaN
22753,CL TOMELLOSO 63,78,7100.0,NaN,NaN
3934,C GENERAL RICARDOS 83 C2,78,15600.0,4.471720e+06,438647.120000
1615,AV BUENOS AIRES 46,78,15600.0,4.470929e+06,444563.310000
17555,CL MENDEZ ALVARO 3,78,6020.0,NaN,NaN
34,A42PK2.700 ENT C1,77,15290.0,4.471584e+06,440023.530000
3113,AV SENECA - FRENTE N14,76,15090.0,4.476260e+06,437913.650000
27627,M30PK6.800L INT C2,76,15200.0,4.475191e+06,444002.070000
1888,AV DE CORDOBA 16,75,15000.0,4.470665e+06,440722.870000
31059,PRADO-CIBELES,74,9850.0,4.474745e+04,4411.900694
3939,C HNOS GARCIA NOBLEJAS 14 C1,74,14800.0,4.476401e+06,445963.060000
2482,AV MONASTERIO DE SILOS 2 C1,73,14600.0,4.483043e+06,439074.380000
3697,BLV JOSE PRAT 11 C1,73,14600.0,4.472141e+06,447064.980000
32077,"PZ SANTO DOMINGO, 1",72,11670.0,4.474897e+04,4399.002535
4032,C. SAN ISIDRO LABRADOR 23,72,14400.0,4.473691e+06,439447.380000
2003,AV ENSANCHE DE VALLECAS 41 C3,72,14400.0,4.468596e+06,448660.930000
12713,CL GASOMETRO 1,72,6270.0,NaN,NaN
4721,CALLE JUAN ESPAÑOL 38,72,14400.0,4.470887e+06,439497.630000
27626,M30PK6.800L INT C1,72,14400.0,4.475191e+06,444002.070000
27624,M30PK6.700L EXT C1,71,13980.0,4.475314e+06,444035.740000
33644,SILVANO 77,71,6390.0,NaN,NaN
3961,C MENDEZ ALVARO 80 C2,71,14090.0,4471614.99,442519.520000
3228,AV VALLADOLID 83,70,12670.0,4476171.65,437716.120000
3266,AV VENTISQUERO CONDESA 42,70,13780.0,4483067.92,439301.790000
27630,M30PK8.000L EXT C3,69,13690.0,4476350.49,444063.490000
4750,CALLE MORERIA 15,69,13800.0,4473821.50,439416.970000
27889,MARIA DE PORTUGAL 15,69,6210.0,NaN,NaN
5314,CIUDAD DE BARCELONA S/N,68,5690.0,44734.64,4410.152462
15674,CL LAGASCA 51,68,6120.0,NaN,NaN
1909,AV DE OPORTO 53,67,13400.0,4470888.30,438223.710000
3927,C FUENTE CARRANTONA 44 C2,67,13400.0,4474115.01,446846.27
3941,C HNOS GARCIA NOBLEJAS 15 C1,67,13400.0,4476428.30,445968.68
3860,C ANTONIO LOPEZ 43,66,13200.0,4471912.10,439643.90
4725,CALLE LOS MADRAZO 29,66,13200.0,4474345.50,441057.16
24583,CU VEGA 14,66,5220.0,NaN,NaN
4030,C. S FILIBERTO- C. MANUEL NOYA,66,13200.0,4470806.65,439526.27
27131,"KM 0,9 TUNEL PZA.CAST. SAL",66,15300.0,NaN,NaN
1316,AV ANDALUCIA 73,66,21400.0,NaN,NaN
45,A5PK3.400 ENT C2,65,12780.0,4473448.69,437073.20
27629,M30PK8.000L EXT C2,65,12780.0,4476350.49,444063.49
5064,CASTELLANA-LIMA,65,9370.0,4.478545e+04,4415.479846
16289,CL M. TERESA SAENZ DE HEREDIA,65,6080.0,NaN,NaN
29406,PLAZA PLATERIA DE MARTINEZ 3,65,13000.0,4.473808e+06,441141.380000
3963,C MINERVA 81,65,13000.0,4.472077e+06,448692.540000
27622,M30PK5.600L EXT C1,64,12800.0,4.476350e+06,444063.490000
24128,CMNO DE LOS VINATEROS 53,64,12800.0,4.473544e+06,444526.200000
2232,AV MACHUPICHU 34,64,12800.0,4.478991e+06,446782.490000
26739,"JACOMETREZO, 2",64,5870.0,4.474908e+04,4397.427500
19268,CL PEDRO RICO 6,64,4910.0,NaN,NaN
33677,SINESIO DELGADO GTA P. CEBRERO,63,12600.0,4.480503e+06,439798.510000
2485,AV MONASTERIO DE SILOS 22B C1,63,12600.0,4.483874e+06,440279.830000
30939,PO VIRGEN PUERTO - P. SEGOVIA,63,12600.0,4.473980e+06,438844.980000
3894,C DEL ARROYO DE POZUELO 8,62,12400.0,4.478155e+06,434581.200000
23,A C SANTIAGO 56 ACERA IMPAR C2,62,12400.0,4.484637e+06,443420.660000
4142,CALLE ANTONIO FLORES 3,62,12400.0,4.475490e+06,440778.380000
27634,M30PK9.600L EXT C2,61,12200.0,4.472550e+06,443395.090000
3937,C GREGORIO SANCHEZ HERRAEZ 10,60,12000.0,4.480834e+06,445885.270000
16661,CL MANUEL NOYA 8,60,5400.0,NaN,NaN
4147,CALLE BRAGANZA 1,60,12000.0,4.470750e+06,438746.400000
31608,"PZ ESPAÑA, 2",60,5620.0,4.475208e+04,4396.619778
3857,C ALHAMBRA 51,60,12000.0,4472069.53,436876.10
1872,AV DAROCA 90,59,5310.0,NaN,NaN
25261,F045 VIA LUSITANA,59,7500.0,NaN,NaN
1897,AV DE LA AVIACION 109,58,11600.0,4469546.39,434588.06
31725,PZ LEALTAD 1,57,3860.0,NaN,NaN
11558,CL FEDERICO SALMON 2,57,3840.0,NaN,NaN
3907,C DR RAMON CASTROVIEJO 97,57,11290.0,4480482.30,437718.48
1289,AV AMERICA 32,57,4550.0,NaN,NaN
1889,AV DE CORDOBA 17,56,11200.0,4470675.49,440745.19
15373,CL JUAN RAMON JIMENEZ 18,56,3700.0,NaN,NaN
3890,C DE SIERRA TOLEDANA 14,56,11200.0,4472455.18,443960.42
44,A5PK3.400 ENT C1,54,10800.0,4473448.69,437073.20
3864,C ARTURO SORIA 284,54,10800.0,4480510.69,443397.05
5913,CL ALEJANDRO GONZALEZ 7,53,4770.0,NaN,NaN
25504,"FRANCISCO SILVELA, 99",53,10600.0,4476777.56,442346.03
19250,CL PEDRO RICO 1,53,4230.0,NaN,NaN
18983,CL PADRE DAMIAN 4,52,3570.0,NaN,NaN
28002,MARQUES DE VADILLO C2,52,10400.0,4472116.92,439271.02
9736,CL CONDE DEL SERRALLO 1 A,52,3960.0,NaN,NaN
10257,CL DOCTOR CASTELO 49,51,4020.0,NaN,NaN
20622,CL RODRIGUEZ MARIN 57 C,51,4040.0,NaN,NaN
29588,PO CASTELLANA 259 VS,51,10200.0,4481195.27,441861.02
27369,LUIS ARAGONES-APARC CIVITAS C2,51,10200.0,4476580.12,448824.55
8683,CL CARLOS MAURRAS 2,51,4080.0,NaN,NaN
18550,CL O'DONNELL 2,51,3420.0,NaN,NaN
15062,CL JUAN BRAVO 30,51,3210.0,NaN,NaN
32022,PZ SAN JUAN DE LA CRUZ 10,50,3300.0,NaN,NaN
18713,CL ORENSE 16,50,3420.0,NaN,NaN
27594,M30PK0.600C EXT C2,50,10000.0,4481075.52,442852.80
30794,PO SAN FRANCISCO DE SALES 43,50,3360.0,NaN,NaN
2483,AV MONASTERIO DE SILOS 2 C2,50,10000.0,4483042.660,439074.3800
1704,AV CANILLEJAS VICALVARO 151,49,9800.0,4474989.380,448132.4500
3226,AV VALLADOLID 81,49,3500.0,NaN,NaN
10388,CL DOCTOR FLEMING 40,49,3500.0,NaN,NaN
14832,CL JOSE CASTAN TOBEÑAS 2,49,3480.0,NaN,NaN
2886,AV PLANETARIO 45,49,9800.0,4471208.210,441706.6600
31609,"PZ ESPAÑA, 3",49,4410.0,44752.377,4396.8015
3911,C EMBAJADORES 181,48,9270.0,4471382.360,441210.8900
15502,CL JULIAN ROMEA 2,48,3840.0,NaN,NaN
20464,CL RIBERA DE CURTIDORES 26,48,4020.0,NaN,NaN
